250
16	186	158
16	223	232
16	228	171
16	241	173
17	16	150
17	17	0
17	26	82
17	28	217
17	33	133
17	69	11
17	80	63
17	90	188
17	116	164
17	151	97
17	163	197
17	186	235
17	206	215
17	223	209
17	228	157
17	241	216
17	247	214
18	18	0
18	25	44
18	47	176
18	86	245
18	112	192
18	174	53
18	181	228
18	204	117
19	7	244
19	12	209
19	14	86
19	19	0
19	22	40
19	24	234
19	55	115
19	56	194
19	102	134
19	109	232
19	110	158
19	125	114
19	143	204
19	146	141
19	154	165
19	155	217
19	161	143
19	168	187
19	191	210
19	201	212
19	231	95
19	245	192
20	5	168
20	20	0
20	35	171
20	104	193
20	108	178
20	136	117
20	141	154
20	149	218
20	193	245
20	205	178
21	21	0
21	29	91
21	74	115
21	139	248
22	12	183
22	14	82
22	19	40
22	22	0
22	55	91
22	56	166
22	102	108
22	110	118
22	125	123
22	143	244
22	146	108
22	154	126
22	155	177
22	161	110
22	168	222
22	176	237
22	201	213
22	231	135
22	245	176
23	10	163
23	23	0
23	30	231
23	44	130
23	52	230
23	53	101
23	57	149
23	58	93
23	83	100
23	85	159
23	89	183
23	114	109
23	115	162
23	137	214
23	138	74
23	142	58
23	145	118
23	147	251
23	156	215
23	179	186
23	188	186
23	208	195
23	209	54
23	214	83
23	216	211
23	222	187
23	229	133
23	233	192
23	240	192
23	243	150
24	7	62
24	19	234
24	24	0
24	34	55
24	95	65
24	109	222
24	125	210
24	143	132
24	152	98
24	168	58
24	191	214
24	219	207
24	231	149
24	236	144
24	249	138
25	18	44
25	25	0
25	47	177
25	86	231
25	112	212
25	174	96
25	181	260
25	204	79
26	6	234
26	8	193
26	16	169
26	17	82
26	26	0
26	33	209
26	69	78
26	80	86
26	90	201
26	151	179
26	160	159
26	163	126
26	223	129
26	228	86
26	247	137
27	1	179
27	27	0
27	37	36
27	63	58
27	72	236
27	78	159
27	92	220
27	134	113
27	148	160
27	187	168
27	207	223
27	218	126
27	232	164
27	237	66
28	9	223
28	13	100
28	15	174
28	16	95
28	17	217
28	28	0
28	33	151
28	69	209
28	80	172
28	91	179
28	116	144
28	151	206
28	172	123
28	178	142
28	186	82
28	207	238
28	241	117
29	21	91
29	29	0
29	74	91
29	81	270
29	139	158
30	10	154
30	23	231
30	30	0
30	48	111
30	53	173
30	57	232
30	58	214
30	71	209
30	83	157
30	145	151
30	156	208
30	175	137
30	179	168
30	188	217
30	196	227
30	209	201
30	214	149
30	225	75
30	233	144
31	31	0
31	64	160
31	66	173
31	121	127
31	124	90
31	137	243
31	149	191
31	157	234
31	193	239
31	208	217
31	216	212
31	220	80
31	226	234
31	240	223
31	244	186
32	3	72
32	32	0
32	39	69
32	41	196
32	49	225
32	77	177
32	88	295
32	105	198
32	128	136
32	131	258
32	181	188
33	13	239
33	15	142
33	16	152
33	17	133
33	26	209
33	28	151
33	33	0
33	69	132
33	72	215
33	80	138
33	116	32
33	120	192
33	151	64
33	186	123
33	206	179
33	207	161
33	230	225
33	241	91
34	7	88
34	24	55
34	34	0
34	41	181
34	77	228
34	95	50
34	143	160
34	152	88
34	168	111
34	181	246
34	191	243
34	219	229
34	231	201
34	236	102
34	249	145
35	6	205
35	8	230
35	20	171
35	35	0
35	104	65
35	141	34
35	149	126
35	157	148
35	160	133
35	163	155
35	193	107
35	205	137
35	220	235
35	223	210
35	247	144
36	12	98
36	36	0
36	38	199
36	42	51
36	43	205
36	48	192
36	56	115
36	71	101
36	103	202
36	109	181
36	125	198
36	154	212
36	169	36
36	173	159
36	176	153
36	179	233
36	183	216
36	190	49
36	196	88
36	203	174
36	217	91
36	224	42
36	233	229
36	245	92
37	1	206
37	15	229
37	27	36
37	37	0
37	63	24
37	72	233
37	78	160
37	92	226
37	134	77
37	148	166
37	187	134
37	207	203
37	218	94
37	232	134
37	237	102
38	36	199
38	38	0
38	42	166
38	48	202
38	53	194
38	57	133
38	58	188
38	71	149
38	89	114
38	103	34
38	111	183
38	120	231
38	138	214
38	145	194
38	147	83
38	169	165
38	173	40
38	179	130
38	183	103
38	188	99
38	190	152
38	196	227
38	197	112
38	203	211
38	209	231
38	217	193
38	222	202
38	224	233
38	230	197
38	233	150
38	248	73
39	3	93
39	32	69
39	39	0
39	41	141
39	77	138
39	95	222
39	105	177
39	112	240
39	128	139
39	152	200
39	181	156
40	40	0
40	76	69
40	93	207
40	98	46
40	100	201
40	129	26
40	185	227
40	246	258
41	3	234
41	32	196
41	34	181
41	39	141
41	41	0
41	77	233
41	95	189
41	96	222
41	99	164
41	105	107
41	128	141
41	152	194
41	180	248
41	236	156
42	12	133
42	36	51
42	38	166
42	42	0
42	48	144
42	56	151
42	71	50
42	103	177
42	109	226
42	154	242
42	169	25
42	173	127
42	176	158
42	179	183
42	183	206
42	188	201
42	190	48
42	196	70
42	197	228
42	203	200
42	217	123
42	224	70
42	225	203
42	233	178
42	245	140
42	248	233
43	1	136
43	7	188
43	36	205
43	43	0
43	54	133
43	92	203
43	109	61
43	125	180
43	148	219
43	168	207
43	169	218
43	183	213
43	190	198
43	197	229
43	203	74
43	217	121
43	219	48
43	224	235
43	245	194
43	249	140
44	23	130
44	44	0
44	52	114
44	53	212
44	57	222
44	58	183
44	64	232
44	66	179
44	83	222
44	85	119
44	89	232
44	114	55
44	115	107
44	137	146
44	138	146
44	142	73
44	145	234
44	166	216
44	184	212
44	208	71
44	209	168
44	214	212
44	216	81
44	222	173
44	229	127
44	240	64
44	243	51
45	45	0
45	79	208
45	82	248
45	87	194
45	126	191
45	165	139
45	195	142
45	211	186
45	212	204
45	213	177
46	46	0
46	51	139
46	60	76
46	61	133
46	62	142
46	68	138
46	79	147
46	87	151
46	155	207
46	171	62
46	176	235
46	185	175
46	212	148
46	213	188
46	234	74
47	18	176
47	25	177
47	47	0
47	77	192
47	86	91
47	112	90
47	143	189
47	174	175
47	181	174
47	191	117
47	201	231
47	204	240
48	12	236
48	30	111
48	36	192
48	38	202
48	42	144
48	48	0
48	53	170
48	57	193
48	58	204
48	62	231
48	71	99
48	83	225
48	89	228
48	103	232
48	145	148
48	169	169
48	173	181
48	175	247
48	176	196
48	179	111
48	188	158
48	190	187
48	196	129
48	209	215
48	214	195
48	224	188
48	225	79
48	233	88
49	3	251
49	32	225
49	49	0
49	88	80
49	131	130
50	0	251
50	2	141
50	11	140
50	50	0
50	170	201
50	189	188
50	198	170
51	46	139
51	51	0
51	55	235
51	60	88
51	62	181
51	68	117
51	76	221
51	93	202
51	102	219
51	110	185
51	146	196
51	154	210
51	155	151
51	161	195
51	171	200
51	185	64
51	213	237
51	234	166
52	23	230
52	44	114
52	52	0
52	66	220
52	85	120
52	90	191
52	114	168
52	115	102
52	137	223
52	138	215
52	142	179
52	157	196
52	166	135
52	184	99
52	208	109
52	216	75
52	222	165
52	229	236
52	240	93
52	243	143
53	10	184
53	23	101
53	30	173
53	38	194
53	44	212
53	48	170
53	53	0
53	57	76
53	58	42
53	71	220
53	83	123
53	85	183
53	89	123
53	103	227
53	114	206
53	115	195
53	138	74
53	142	151
53	145	23
53	147	189
53	173	207
53	179	86
53	188	95
53	209	48
53	214	77
53	222	181
53	225	215
53	229	232
53	233	92
54	1	137
54	43	133
54	54	0
54	72	134
54	92	83
54	103	203
54	109	191
54	120	196
54	148	128
54	173	231
54	183	136
54	190	232
54	197	139
54	203	96
54	206	220
54	217	176
54	219	157
54	230	197
54	248	215
54	249	230
55	14	55
55	19	115
55	22	91
55	51	235
55	55	0
55	56	220
55	68	223
55	102	19
55	110	102
55	125	213
55	146	42
55	154	140
55	155	161
55	161	43
55	201	148
55	231	196
56	12	18
56	14	242
56	19	194
56	22	166
56	36	115
56	42	151
56	55	220
56	56	0
56	62	181
56	68	190
56	71	190
56	102	227
56	109	206
56	110	143
56	125	150
56	146	201
56	154	97
56	155	143
56	161	202
56	169	148
56	176	96
56	190	164
56	196	122
56	217	178
56	224	81
56	245	61
57	23	149
57	30	232
57	38	133
57	44	222
57	48	193
57	53	76
57	57	0
57	58	56
57	71	207
57	83	198
57	85	150
57	89	48
57	103	162
57	111	190
57	115	167
57	138	82
57	142	180
57	145	88
57	147	113
57	173	157
57	179	83
57	183	229
57	188	47
57	197	229
57	209	101
57	214	152
57	222	127
57	233	106
57	248	159
58	10	213
58	23	93
58	30	214
58	38	188
58	44	183
58	48	204
58	53	42
58	57	56
58	58	0
58	71	241
58	83	148
58	85	142
58	89	96
58	103	218
58	111	228
58	114	187
58	115	155
58	138	37
58	142	130
58	145	64
58	147	165
58	173	209
58	179	106
58	188	94
58	209	45
58	214	105
58	222	140
58	229	224
58	233	120
58	243	221
58	248	214
59	59	0
59	122	141
59	192	254
59	199	84
59	202	181
59	227	273
60	46	76
60	51	88
60	60	0
60	61	204
60	62	186
60	68	151
60	76	263
60	79	168
60	87	159
60	93	172
60	110	257
60	155	210
60	165	226
60	171	134
60	185	104
60	212	166
60	213	160
60	234	137
61	46	133
61	60	204
61	61	0
61	62	193
61	68	233
61	70	234
61	79	148
61	87	173
61	117	209
61	171	71
61	175	227
61	211	221
61	212	154
61	225	210
61	234	129
62	12	184
62	46	142
62	48	231
62	51	181
62	56	181
62	60	186
62	61	193
62	62	0
62	68	73
62	110	179
62	146	240
62	154	159
62	155	118
62	161	240
62	171	156
62	176	94
62	196	172
62	224	205
62	225	193
62	234	75
63	1	229
63	15	222
63	27	58
63	37	24
63	63	0
63	78	153
63	92	242
63	134	56
63	148	183
63	187	110
63	207	204
63	218	84
63	232	110
63	237	124
64	31	160
64	44	232
64	64	0
64	66	53
64	114	218
64	121	62
64	124	224
64	137	114
64	208	171
64	216	193
64	220	232
64	229	208
64	240	187
64	243	185
64	244	211
65	11	348
65	65	0
65	189	189
66	31	173
66	44	179
66	52	220
66	64	53
66	66	0
66	114	166
66	121	109
66	124	251
66	137	72
66	142	222
66	208	120
66	216	146
66	220	233
66	229	164
66	240	136
66	243	132
67	67	0
67	75	194
67	81	325
67	97	160
67	150	170
67	162	118
67	164	215
67	194	70
68	12	199
68	46	138
68	51	117
68	55	223
68	56	190
68	60	151
68	61	233
68	62	73
68	68	0
68	102	214
68	110	131
68	146	181
68	154	129
68	155	70
68	161	180
68	171	178
68	176	131
68	185	181
68	196	223
68	234	104
69	16	140
69	17	11
69	26	78
69	28	209
69	33	132
69	69	0
69	80	52
69	90	197
69	116	163
69	151	102
69	160	237
69	163	198
69	186	230
69	206	224
69	223	203
69	228	150
69	241	214
69	247	213
70	61	234
70	70	0
70	79	215
70	82	53
70	87	236
70	117	85
70	211	83
70	212	219
71	12	173
71	30	209
71	36	101
71	38	149
71	42	50
71	48	99
71	53	220
71	56	190
71	57	207
71	58	241
71	71	0
71	89	223
71	103	169
71	145	203
71	147	226
71	169	72
71	173	114
71	176	174
71	179	136
71	183	213
71	188	160
71	190	88
71	196	81
71	197	233
71	203	236
71	217	166
71	224	113
71	225	166
71	233	129
71	245	188
71	248	221
72	1	198
72	15	179
72	27	236
72	33	215
72	37	233
72	54	134
72	72	0
72	92	59
72	116	200
72	120	139
72	134	251
72	148	89
72	151	222
72	183	208
72	197	195
72	203	229
72	206	157
72	207	108
72	218	198
72	230	165
72	241	216
73	73	0
73	132	190
73	153	377
74	21	115
74	29	91
74	74	0
74	81	180
74	139	191
74	159	247
75	6	238
75	67	194
75	75	0
75	97	115
75	150	227
75	194	143
75	205	180
76	40	69
76	51	221
76	60	263
76	76	0
76	93	184
76	98	76
76	100	265
76	129	76
76	185	164
77	3	126
77	32	177
77	34	228
77	39	138
77	41	233
77	47	192
77	77	0
77	95	183
77	112	102
77	143	173
77	152	145
77	174	206
77	181	23
77	191	188
78	0	203
78	27	159
78	37	160
78	63	153
78	78	0
78	96	145
78	99	206
78	101	233
78	134	179
78	187	187
78	218	231
78	232	147
78	237	181
79	45	208
79	46	147
79	60	168
79	61	148
79	70	215
79	79	0
79	82	244
79	87	29
79	93	232
79	117	244
79	165	172
79	171	129
79	211	151
79	212	7
79	213	110
79	234	206
80	8	238
80	13	205
80	16	91
80	17	63
80	26	86
80	28	172
80	33	138
80	69	52
80	80	0
80	91	249
80	116	165
80	151	131
80	163	212
80	172	201
80	186	208
80	223	188
80	228	128
80	241	203
80	247	220
81	8	268
81	29	270
81	67	325
81	74	180
81	81	0
81	91	226
81	150	158
81	159	114
82	45	248
82	70	53
82	79	244
82	82	0
82	117	130
82	140	227
82	211	95
82	212	248
83	10	67
83	23	100
83	30	157
83	44	222
83	48	225
83	53	123
83	57	198
83	58	148
83	83	0
83	89	243
83	114	185
83	138	153
83	142	150
83	145	121
83	156	129
83	175	174
83	179	192
83	188	217
83	209	107
83	214	46
83	225	228
83	229	169
83	233	184
83	243	228
84	84	0
84	97	256
84	210	215
85	23	159
85	44	119
85	52	120
85	53	183
85	57	150
85	58	142
85	85	0
85	89	138
85	90	196
85	111	164
85	114	163
85	115	18
85	138	112
85	142	134
85	145	206
85	147	178
85	166	126
85	179	232
85	184	200
85	188	195
85	208	173
85	209	159
85	214	225
85	216	158
85	222	56
85	240	158
85	243	170
85	248	229
86	14	217
86	18	245
86	25	231
86	47	91
86	86	0
86	112	172
86	143	211
86	174	256
86	191	127
86	201	142
86	231	241
87	45	194
87	46	151
87	60	159
87	61	173
87	70	236
87	79	29
87	87	0
87	93	205
87	165	145
87	171	145
87	211	167
87	212	22
87	213	80
87	234	216
88	32	295
88	49	80
88	88	0
88	131	189
89	23	183
89	38	114
89	44	232
89	48	228
89	53	123
89	57	48
89	58	96
89	71	223
89	83	243
89	85	138
89	89	0
89	103	136
89	111	143
89	115	156
89	138	110
89	142	203
89	145	136
89	147	69
89	166	213
89	173	147
89	179	118
89	183	197
89	188	70
89	197	194
89	209	141
89	214	198
89	222	99
89	230	223
89	233	143
89	248	120
90	17	188
90	26	201
90	52	191
90	69	197
90	85	196
90	90	0
90	111	150
90	115	194
90	120	236
90	151	216
90	157	211
90	163	204
90	166	70
90	184	161
90	206	214
90	222	181
90	230	226
90	247	236
91	13	80
91	16	169
91	28	179
91	80	249
91	81	226
91	91	0
91	139	219
91	159	143
91	172	58
91	178	90
92	1	144
92	15	229
92	27	220
92	37	226
92	43	203
92	54	83
92	63	242
92	72	59
92	92	0
92	120	173
92	148	60
92	183	190
92	197	183
92	203	179
92	206	195
92	207	157
92	218	215
92	219	212
92	230	190
92	237	222
93	40	207
93	51	202
93	60	172
93	76	184
93	79	232
93	87	205
93	93	0
93	126	238
93	129	186
93	165	137
93	185	149
93	212	226
93	213	133
94	94	0
94	107	228
94	130	182
94	182	128
94	244	258
95	7	121
95	24	65
95	34	50
95	39	222
95	41	189
95	77	183
95	95	0
95	112	225
95	143	117
95	152	39
95	168	120
95	181	200
95	191	198
95	219	267
95	231	181
95	236	147
95	249	189
96	41	222
96	78	145
96	96	0
96	99	71
96	101	226
96	105	167
96	128	236
96	180	197
97	67	160
97	75	115
97	84	256
97	97	0
97	164	194
97	194	153
98	40	46
98	76	76
98	98	0
98	100	231
98	129	73
98	185	240
98	246	223
99	41	164
99	78	206
99	96	71
99	99	0
99	105	97
99	128	166
99	180	153
99	236	252
100	40	201
100	76	265
100	98	231
100	100	0
100	129	188
100	153	189
101	0	142
101	78	233
101	96	226
101	101	0
101	133	159
102	12	245
102	14	71
102	19	134
102	22	108
102	51	219
102	55	19
102	56	227
102	68	214
102	102	0
102	110	100
102	125	230
102	146	34
102	154	142
102	155	156
102	161	34
102	201	146
102	231	215
103	36	202
103	38	34
103	42	177
103	48	232
103	53	227
103	54	203
103	57	162
103	58	218
103	71	169
103	89	136
103	103	0
103	111	176
103	120	203
103	145	227
103	147	89
103	169	171
103	173	55
103	179	165
103	183	69
103	188	132
103	190	154
103	197	78
103	203	186
103	206	217
103	217	180
103	222	214
103	230	170
103	233	184
103	248	57
104	20	193
104	35	65
104	104	0
104	136	247
104	141	96
104	149	62
104	157	97
104	160	173
104	163	172
104	184	195
104	193	53
104	205	201
104	220	173
104	247	172
105	32	198
105	39	177
105	41	107
105	96	167
105	99	97
105	105	0
105	128	75
105	180	141
105	236	246
106	106	0
106	221	286
107	94	228
107	107	0
107	130	168
107	167	138
107	177	221
107	238	237
108	5	16
108	20	178
108	108	0
108	124	171
108	136	67
108	149	247
108	220	226
108	221	188
108	226	72
109	1	187
109	7	172
109	12	202
109	19	232
109	24	222
109	36	181
109	42	226
109	43	61
109	54	191
109	56	206
109	109	0
109	125	119
109	168	174
109	169	202
109	190	188
109	203	113
109	217	115
109	219	78
109	224	201
109	231	231
109	245	146
109	249	150
110	12	161
110	14	148
110	19	158
110	22	118
110	51	185
110	55	102
110	56	143
110	60	257
110	62	179
110	68	131
110	102	100
110	110	0
110	125	206
110	146	67
110	154	47
110	155	63
110	161	68
110	176	162
110	185	235
110	224	221
110	234	234
110	245	190
111	38	183
111	57	190
111	58	228
111	85	164
111	89	143
111	90	150
111	103	176
111	111	0
111	115	177
111	120	149
111	138	224
111	147	105
111	151	236
111	166	131
111	173	222
111	183	192
111	188	206
111	197	174
111	206	139
111	222	113
111	230	119
111	248	120
112	3	209
112	18	192
112	25	212
112	39	240
112	47	90
112	77	102
112	86	172
112	95	225
112	112	0
112	143	154
112	152	187
112	174	164
112	181	85
112	191	121
113	10	249
113	113	0
113	117	207
113	122	230
113	156	185
113	158	166
113	175	214
113	192	117
113	200	144
113	239	61
113	242	209
114	10	233
114	23	109
114	44	55
114	52	168
114	53	206
114	58	187
114	64	218
114	66	166
114	83	185
114	85	163
114	114	0
114	115	154
114	137	114
114	138	153
114	142	56
114	145	225
114	208	93
114	209	159
114	214	187
114	216	120
114	222	214
114	229	72
114	240	97
114	243	43
115	23	162
115	44	107
115	52	102
115	53	195
115	57	167
115	58	155
115	85	18
115	89	156
115	90	194
115	111	177
115	114	154
115	115	0
115	138	123
115	142	131
115	145	218
115	147	196
115	166	124
115	184	185
115	188	213
115	208	157
115	209	168
115	214	233
115	216	141
115	222	72
115	229	225
115	240	141
115	243	157
116	13	238
116	15	110
116	16	164
116	17	164
116	28	144
116	33	32
116	69	163
116	72	200
116	80	165
116	116	0
116	120	198
116	151	92
116	186	100
116	206	189
116	207	134
116	218	244
116	230	233
116	241	62
117	61	209
117	70	85
117	79	244
117	82	130
117	113	207
117	117	0
117	175	204
117	192	247
117	211	154
117	239	252
118	118	0
118	210	259
119	119	0
119	140	260
119	195	136
119	215	545
120	33	192
120	38	231
120	54	196
120	72	139
120	90	236
120	92	173
120	103	203
120	111	149
120	116	198
120	120	0
120	147	195
120	148	224
120	151	157
120	183	164
120	197	141
120	206	25
120	207	200
120	230	37
120	248	161
121	31	127
121	64	62
121	66	109
121	121	0
121	124	172
121	137	176
121	182	217
121	208	216
121	216	231
121	220	206
121	240	230
121	243	239
121	244	151
122	59	141
122	113	230
122	122	0
122	123	230
122	140	266
122	158	205
122	192	113
122	199	112
122	200	198
122	202	207
123	122	230
123	123	0
123	158	97
123	167	179
123	177	122
123	192	226
123	200	119
123	202	157
123	238	151
123	242	246
124	5	186
124	31	90
124	64	224
124	66	251
124	108	171
124	121	172
124	124	0
124	136	224
124	149	210
124	220	116
124	221	169
124	226	146
124	244	146
125	7	189
125	12	157
125	14	198
125	19	114
125	22	123
125	24	210
125	36	198
125	43	180
125	55	213
125	56	150
125	102	230
125	109	119
125	110	206
125	125	0
125	146	224
125	154	184
125	155	247
125	161	225
125	168	152
125	169	232
125	190	231
125	203	224
125	217	187
125	219	184
125	224	193
125	231	141
125	245	114
125	249	216
126	45	191
126	93	238
126	126	0
126	165	167
126	195	226
127	127	0
127	204	234
128	3	206
128	32	136
128	39	139
128	41	141
128	96	236
128	99	166
128	105	75
128	128	0
128	180	140
129	40	26
129	76	76
129	93	186
129	98	73
129	100	188
129	129	0
129	153	366
129	185	221
129	246	281
130	4	357
130	94	182
130	107	168
130	130	0
130	182	293
131	3	246
131	32	258
131	49	130
131	88	189
131	131	0
132	73	190
132	132	0
132	153	418
133	0	285
133	101	159
133	133	0
133	144	419
134	2	262
134	9	199
134	15	187
134	27	113
134	37	77
134	63	56
134	72	251
134	78	179
134	134	0
134	148	208
134	187	61
134	207	187
134	218	58
134	232	79
134	237	179
135	4	386
135	135	0
136	5	54
136	20	117
136	104	247
136	108	67
136	124	224
136	136	0
136	141	248
136	149	243
136	226	138
137	23	214
137	31	243
137	44	146
137	52	223
137	64	114
137	66	72
137	114	114
137	121	176
137	137	0
137	142	169
137	208	114
137	216	150
137	229	94
137	240	131
137	242	221
137	243	96
138	10	220
138	23	74
138	38	214
138	44	146
138	52	215
138	53	74
138	57	82
138	58	37
138	83	153
138	85	112
138	89	110
138	111	224
138	114	153
138	115	123
138	138	0
138	142	98
138	145	97
138	147	178
138	166	234
138	173	238
138	179	143
138	188	126
138	208	217
138	209	48
138	214	116
138	216	221
138	222	123
138	229	198
138	233	157
138	240	209
138	243	185
138	248	229
139	11	190
139	21	248
139	29	158
139	74	191
139	91	219
139	139	0
139	170	155
139	178	195
140	82	227
140	119	260
140	122	266
140	140	0
140	199	210
141	6	186
141	8	217
141	20	154
141	35	34
141	104	96
141	136	248
141	141	0
141	149	156
141	157	182
141	160	136
141	163	172
141	193	141
141	205	105
141	223	207
141	247	155
142	10	207
142	23	58
142	44	73
142	52	179
142	53	151
142	57	180
142	58	130
142	66	222
142	83	150
142	85	134
142	89	203
142	114	56
142	115	131
142	137	169
142	138	98
142	142	0
142	145	170
142	179	233
142	188	223
142	208	137
142	209	103
142	214	140
142	216	153
142	222	177
142	229	106
142	240	134
142	243	94
143	7	189
143	14	231
143	19	204
143	22	244
143	24	132
143	34	160
143	47	189
143	77	173
143	86	211
143	95	117
143	112	154
143	143	0
143	152	99
143	168	147
143	181	177
143	191	83
143	231	114
144	133	419
144	144	0
145	10	178
145	23	118
145	30	151
145	38	194
145	44	234
145	48	148
145	53	23
145	57	88
145	58	64
145	71	203
145	83	121
145	85	206
145	89	136
145	103	227
145	114	225
145	115	218
145	138	97
145	142	170
145	145	0
145	147	198
145	173	202
145	179	74
145	188	96
145	209	67
145	214	76
145	222	202
145	225	192
145	233	75
146	12	219
146	14	97
146	19	141
146	22	108
146	51	196
146	55	42
146	56	201
146	62	240
146	68	181
146	102	34
146	110	67
146	125	224
146	146	0
146	154	111
146	155	122
146	161	1
146	176	229
146	185	231
146	201	179
146	231	230
146	245	238
147	23	251
147	38	83
147	53	189
147	57	113
147	58	165
147	71	226
147	85	178
147	89	69
147	103	89
147	111	105
147	115	196
147	120	195
147	138	178
147	145	198
147	147	0
147	166	212
147	173	123
147	179	160
147	183	136
147	188	111
147	190	235
147	197	129
147	206	199
147	209	210
147	222	126
147	230	158
147	233	185
147	248	53
148	1	121
148	15	213
148	27	160
148	37	166
148	43	219
148	54	128
148	63	183
148	72	89
148	92	60
148	120	224
148	134	208
148	148	0
148	197	243
148	203	215
148	207	146
148	218	167
148	219	216
148	237	166
149	20	218
149	31	191
149	35	126
149	104	62
149	108	247
149	124	210
149	136	243
149	141	156
149	149	0
149	157	86
149	160	229
149	163	216
149	184	168
149	193	60
149	220	111
149	247	223
150	67	170
150	75	227
150	81	158
150	150	0
150	159	229
150	162	232
150	194	126
151	15	197
151	16	181
151	17	97
151	26	179
151	28	206
151	33	64
151	69	102
151	72	222
151	80	131
151	90	216
151	111	236
151	116	92
151	120	157
151	151	0
151	186	187
151	206	138
151	207	198
151	230	184
151	241	154
152	3	247
152	7	158
152	24	98
152	34	88
152	39	200
152	41	194
152	77	145
152	95	39
152	112	187
152	143	99
152	152	0
152	168	148
152	181	162
152	191	173
152	231	186
152	236	180
152	249	228
153	73	377
153	100	189
153	129	366
153	132	418
153	153	0
154	12	114
154	14	177
154	19	165
154	22	126
154	36	212
154	42	242
154	51	210
154	55	140
154	56	97
154	62	159
154	68	129
154	102	142
154	110	47
154	125	184
154	146	111
154	154	0
154	155	62
154	161	112
154	176	122
154	196	197
154	224	174
154	234	224
154	245	148
155	12	157
155	14	210
155	19	217
155	22	177
155	46	207
155	51	151
155	55	161
155	56	143
155	60	210
155	62	118
155	68	70
155	102	156
155	110	63
155	125	247
155	146	122
155	154	62
155	155	0
155	161	122
155	176	123
155	185	210
155	196	213
155	224	209
155	234	171
155	245	201
156	10	68
156	23	215
156	30	208
156	83	129
156	113	185
156	156	0
156	175	122
156	209	234
156	214	174
156	229	208
156	239	143
156	242	174
157	31	234
157	35	148
157	52	196
157	90	211
157	104	97
157	141	182
157	149	86
157	157	0
157	160	198
157	163	161
157	166	220
157	184	99
157	193	44
157	216	236
157	220	164
157	247	179
158	113	166
158	122	205
158	123	97
158	158	0
158	167	239
158	177	156
158	192	155
158	200	22
158	202	227
158	239	156
158	242	183
159	6	221
159	8	190
159	13	209
159	74	247
159	81	114
159	91	143
159	150	229
159	159	0
159	172	179
159	178	232
159	228	224
160	6	127
160	8	123
160	26	159
160	35	133
160	69	237
160	104	173
160	141	136
160	149	229
160	157	198
160	160	0
160	163	67
160	193	180
160	205	159
160	223	80
160	228	129
160	247	35
161	12	220
161	14	98
161	19	143
161	22	110
161	51	195
